coin_name,spider_web,time_A,time_B,first_price,cnt
BB,binance,2024-11-08 00:00:00,2024-11-08 07:00:00,0.2883,2
CARV,coin-stats,2024-11-08 10:00:00,2024-11-08 11:00:00,0.938252,2
LDO,binance,2024-11-08 02:00:00,2024-11-08 03:00:00,1.251,1
OG,binance,2024-11-08 07:00:00,2024-11-08 10:00:00,6.178,2
ORDI,binance,2024-11-08 02:00:00,2024-11-08 03:00:00,35.18,1
SUPER,binance,2024-11-08 00:00:00,2024-11-08 03:00:00,1.3335999999999998966160319469054229557514190673828125,1
