coin_name,spider_web,first_price
BILLY,binance,0.0487100000000000032951419370874646119773387908935546875
CHILLGUY,inversting,0.5401000000000000245137243837234564125537872314453125
SWELL,inversting,0.0407700000000000006838973831690964289009571075439453125
VVAIFU,inversting,0.08459999999999999464872502130674547515809535980224609375
