coin_name,spider_web,first_price
CVC,binance,0.2003000000000000058175686490358202718198299407958984375
CVC,coin-stats,0.2005499379908350920942439188365824520587921142578125
CVC,inversting,0.200199999999999989075405437688459642231464385986328125
PEPE,coin-stats,3.3283900000000003318646225880517164341654279269278049468994140625E-7
